timestamp,slug,task_id,aspect,count,dest,prompt
2026-04-26T02:31:22,dalewatch_marches__kingsroad_waypost,019dc6fa-f1cc-7dfd-9b52-6a9be5c6a614,1:1,1,assets/meshy/dalewatch_marches__kingsroad_waypost,"establishing shot, small timber patrol cabin beside a paved kingsroad at dusk, single hanging lantern, courier post sign, autumn rain in the distance, painterly atmospheric, late-medieval Burgundian, no figures"
2026-04-26T02:33:07,dalewatch_marches__miller_crossing,019dc6fb-ca12-71df-8b47-5aef60d5894a,1:1,1,assets/meshy/dalewatch_marches__miller_crossing,"establishing shot, low stone arch bridge over a slow river, working timber grain mill with waterwheel, packed thatched steadings, late-afternoon golden light, painterly atmospheric, late-medieval Burgundian, no figures"
2026-04-26T02:58:26,biome__ashland,019dc714-3324-7220-afee-6688c93bbafb,1:1,1,assets/meshy/biome__ashland,"wide establishing landscape, volcanic ash plain, soot-streaked rock, scorched dead pines, distant smoking pit-vents, low orange sky, painterly atmospheric, dim mood, no figures, no characters"
2026-04-26T02:59:12,biome__coastal_cliff,019dc714-904f-7b67-b480-af35759d9e81,1:1,1,assets/meshy/biome__coastal_cliff,"wide establishing landscape, sheer dark sea cliffs above a storm-battered shingle beach, salt-spray, low grey sky, distant storm front, painterly atmospheric, no figures, no characters"
2026-04-26T02:59:41,biome__fjord,019dc715-4548-774b-9c56-cabd77710d66,1:1,1,assets/meshy/biome__fjord,"wide establishing landscape, narrow cold fjord between dark pine cliffs, longship at anchor in the foreground, dawn mist on black water, painterly atmospheric, late-medieval, no figures"
2026-04-26T03:01:44,biome__highland,019dc715-b3f4-7760-8011-555dc697ea69,1:1,1,assets/meshy/biome__highland,"wide establishing landscape, forested highlands of pine and heather, rolling grey fog over a windswept ridge, distant crags, overcast afternoon light, painterly atmospheric, no figures"
2026-04-26T03:02:12,biome__marshland,019dc717-9405-77a9-8905-c2ea9772c00d,1:1,1,assets/meshy/biome__marshland,"wide establishing landscape, mist-bound marshland of sedge and black water, half-submerged plank walkway, dead trees, low pale dawn light, painterly atmospheric, no figures"
2026-04-26T03:02:40,biome__mountain,019dc718-02cb-728b-bab1-d37f43ad1bf1,1:1,1,assets/meshy/biome__mountain,"wide establishing landscape, snow-capped alpine peaks, glacier valley, ancient collapsed stone watchtower in the foreground, blizzard-haze, cold blue light, painterly atmospheric, no figures"
2026-04-26T03:03:27,biome__river_valley,019dc718-7162-7e52-b497-58e1116a0871,1:1,1,assets/meshy/biome__river_valley,"wide establishing landscape, late-medieval Burgundian river valley with hedgerow fields, stone bridge over a slow river, distant church steeple, summer golden hour, painterly atmospheric, no figures"
2026-04-26T03:04:26,biome__ruin,019dc719-26b4-7e5f-8a95-8059e55f0f60,1:1,1,assets/meshy/biome__ruin,"wide establishing landscape, blasted ruin-line of broken stone and ash, leaning shattered watchtower, char-thistle in the cracks, sickly green-grey sky, oppressive mood, painterly atmospheric, no figures"
2026-04-26T03:05:27,biome__temperate_forest,019dc71a-107e-780a-87a0-70ce007e94e5,1:1,1,assets/meshy/biome__temperate_forest,"wide establishing landscape, deep oak and hazel forest in summer, dappled gold-hour shafts of light, fern undergrowth, deer trail winding between trunks, painterly atmospheric, no figures"
2026-04-26T03:23:34,dalewatch_marches__old_brenns_croft,019dc72a-b98c-75d2-853a-071a6cb37ffe,1:1,1,assets/meshy/dalewatch_marches__old_brenns_croft,"establishing shot, single weathered timber farmhouse with three small barns, sheep grazing, low ridge in the background, late afternoon overcast light, painterly atmospheric, late-medieval, no figures"
2026-04-26T03:28:22,dalewatch_marches__dalewatch_reed_brake,019dc72f-aca9-771b-b222-afb6e2795a94,1:1,1,assets/meshy/dalewatch_marches__dalewatch_reed_brake,"establishing shot, shallow reed marsh on a slow river bend, mist rising from black water, abandoned thatch fisher hut on stilts, dawn cool light, painterly atmospheric, no figures"
2026-04-26T03:28:26,dalewatch_marches__drifters_lair,019dc72f-aca3-72f6-9f9b-0a02d8228154,1:1,1,assets/meshy/dalewatch_marches__drifters_lair,"establishing shot, cave entrance in a marsh edged with carved stone and a broken ward-circle, lantern at the threshold, low fog over black water, painterly atmospheric, oppressive mood, no figures"
2026-04-26T03:28:27,dalewatch_marches__blackwash_fens,019dc72f-acae-7b75-997e-4b52353518e6,1:1,1,assets/meshy/dalewatch_marches__blackwash_fens,"establishing shot, deep mist-bound black-water fen, broken sedge islands, twisted dead trees, sickly green twilight, oppressive atmosphere, painterly, no figures, no characters"
2026-04-26T03:28:27,dalewatch_marches__sidlow_cairn,019dc72f-acb5-771b-a745-a4b6b91d6879,1:1,1,assets/meshy/dalewatch_marches__sidlow_cairn,"establishing shot, low turf-covered barrow mounds on a windswept ridge, weathered standing slabs, scattered crows, twilight cold light, oppressive mood, painterly atmospheric, no figures"
2026-04-26T03:28:27,dalewatch_marches__old_brenns_croft,019dc72f-acae-771b-95ad-c9063a0d1acf,1:1,1,assets/meshy/dalewatch_marches__old_brenns_croft,"establishing shot, single weathered timber farmhouse with three small barns, sheep grazing, low ridge in the background, late afternoon overcast light, painterly atmospheric, late-medieval, no figures"
2026-04-26T03:28:27,dungeon__drifters_lair,019dc72f-aca6-704f-9d63-523fc4e5ae13,1:1,1,assets/meshy/dungeon__drifters_lair,"establishing shot, dungeon interior, low-vaulted carved stone chamber lit by a single ritual brazier, Drifter wards painted on the walls, mist seeping from the floor, painterly atmospheric, oppressive mood, no figures"
2026-04-26T03:29:39,dalewatch_marches__thornroot_grove,019dc72f-acb0-704f-9114-55e1c0b4b209,1:1,1,assets/meshy/dalewatch_marches__thornroot_grove,"establishing shot, ancient oak grove around a black standing stone and a cold spring, small fire under the central tree, dappled overcast light, painterly atmospheric, no figures"
2026-04-26T03:29:39,dalewatch_marches__copperstep_mine,019dc72f-acb5-771c-8fe5-4334835cc155,1:1,1,assets/meshy/dalewatch_marches__copperstep_mine,"establishing shot, abandoned copper mine entrance cut into a hillside, broken winch and rotted timber, scattered ore tailings, overcast cold light, painterly atmospheric, late-medieval, no figures"
2026-04-26T03:37:54,boss__master_drifter_halen,019dc737-c76e-7899-9609-9d86d13c45c4,1:1,1,assets/meshy/boss__master_drifter_halen,"portrait, single subject, late-medieval Drifter mage, scarred middle-aged man, salvaged dark robes, bone medallion at his neck, fire conjured at one hand, smoke trailing past his shoulders, painterly atmospheric, oppressive mood, isolated subject, no other figures"
2026-04-26T03:39:39,boss__grand_drifter_valenn,019dc739-eda4-745d-b36d-6dd960cb30ca,1:1,1,assets/meshy/boss__grand_drifter_valenn,"portrait, single subject, late-medieval Drifter archmage, gaunt figure in ceremonial robes with a brine-stained hood, runic ritual circle on the floor at his feet, dim ritual brazier behind him, painterly atmospheric, oppressive mood, isolated subject, no other figures"
2026-04-26T04:27:20,dalewatch_marches__zone,019dc765-97e8-71e5-be96-9a48be306c8f,1:1,1,assets/meshy/dalewatch_marches__zone,"wide establishing landscape, late-medieval Burgundian river valley, stone keep on a low ridge above tilled fields, kingsroad winding past mills, distant marsh on the eastern horizon, summer dusk warm gold-hour light, painterly atmospheric, no figures, no characters"
2026-04-26T04:27:20,dalewatch_marches__ford_of_ashmere,019dc765-97e7-758a-a7cf-2cb2abc33f51,1:1,1,assets/meshy/dalewatch_marches__ford_of_ashmere,"establishing shot, forward earthwork camp at a wide shallow river ford, picket fences and timber palisade, distant mist on the far bank, dusk overcast cool light, watchfires, painterly atmospheric, late-medieval Burgundian, no figures"
2026-04-26T04:27:20,dalewatch_marches__kingsroad_waypost,019dc765-97d7-71e5-bc2c-24de9f6d3e02,1:1,1,assets/meshy/dalewatch_marches__kingsroad_waypost,"establishing shot, small timber patrol cabin beside a paved kingsroad at dusk, single hanging lantern, courier post sign, autumn rain in the distance, painterly atmospheric, late-medieval Burgundian, no figures"
2026-04-26T04:32:01,frost_spine__frost_gate,019dc769-f0bf-7d01-9915-05c59e176f77,1:1,1,assets/meshy/frost_spine__frost_gate,"establishing shot, alpine pass fortress at the lower edge of an iced mountain spine, stone curtain wall, snow on the upper crags, banners of the Concord, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:01,barrow_coast__iron_barrow,019dc769-f0c2-7669-8933-8c3263797d8c,1:1,1,assets/meshy/barrow_coast__iron_barrow,"establishing shot, iron-banded fortress dug into a great turf-covered barrow above grey sea cliffs, salt-wind, low cold light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:01,blackwater_deep__black_eel_camp,019dc769-f0cf-766f-9ef9-e0893700fcdd,1:1,1,assets/meshy/blackwater_deep__black_eel_camp,"establishing shot, exile camp on a marsh knoll, scrap-built shelters and plank walkways, drying eel-racks, sickly green-grey twilight, painterly atmospheric, no figures"
2026-04-26T04:32:01,frost_spine__yeti_warren,019dc769-f0c1-7d03-81d9-4d12e3daeb9e,1:1,1,assets/meshy/frost_spine__yeti_warren,"establishing shot, alpine trapper outpost dug into a rockfall scar, log-and-stone shelter with bone trophies, snow on every flat surface, cold blue light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:02,greenwood_deep__deep_moot,019dc769-f51a-7670-9613-07ecfa512072,1:1,1,assets/meshy/greenwood_deep__deep_moot,"establishing shot, ancient Firland moot-hall built into a circle of massive fir trunks, deep green twilight, central hearth, painterly atmospheric, late-medieval fey, eerie mood, no figures"
2026-04-26T04:32:02,heartland_ride__flood_mill,019dc769-f539-7d03-800e-f9642533064a,1:1,1,assets/meshy/heartland_ride__flood_mill,"establishing shot, river-mill village with half-submerged lower buildings, working waterwheel, packed timber steadings, late afternoon warm grey light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:05,ashweald__ember_crossing,019dc769-f0bc-7d01-bbe2-d5d3487b9944,1:1,1,assets/meshy/ashweald__ember_crossing,"establishing shot, charred-forest crossroads with single inn and small chapel beside a traveller's well, banked embers in fire-rings, dim amber afternoon light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:05,ashen_holt__shadegrove_spire,019dc769-f0be-7d01-8bb3-4276b2492069,1:1,1,assets/meshy/ashen_holt__shadegrove_spire,"establishing shot, black basalt Darkling Elen spire above an ashen forest, iron-banded rings around the tower, dim amber-red light, painterly atmospheric, late-medieval dark elf, no figures"
2026-04-26T04:32:05,barrow_coast__silent_harbor,019dc769-f0c9-7ae3-8c36-ba429c804b21,1:1,1,assets/meshy/barrow_coast__silent_harbor,"establishing shot, working stone harbour cove under salt-wind cliffs, longships and fishing boats, small wind-cut chapel on the headland, leaden cold light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:05,firland_greenwood__greenmoot,019dc769-f0c8-7d03-8a00-2e11c56c46a1,1:1,1,assets/meshy/firland_greenwood__greenmoot,"establishing shot, Firland moot-glade beneath six massive living fir trunks, low woven seats around a central hearth, green twilight, dappled shafts of light, painterly atmospheric, late-medieval fey, no figures"
2026-04-26T04:32:05,gravewatch_fields__watch_crypt,019dc769-f0c1-7668-908e-3e8fb16432e4,1:1,1,assets/meshy/gravewatch_fields__watch_crypt,"establishing shot, Gravewrought necropolis-town, low barrow halls with thatched buildings on top, working harvest fields beside, salt wind, overcast cold light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:05,frost_spine__sundered_peak,019dc769-f0ca-766b-af9f-38f83c4e7ead,1:1,1,assets/meshy/frost_spine__sundered_peak,"establishing shot, sealed pre-Coming stone observatory at the icy summit of an alpine spine, blizzard haze, dim blue light, oppressive cold mood, painterly atmospheric, no figures"
2026-04-26T04:32:05,blackwater_deep__deepwater_redoubt,019dc769-f0ce-766d-b083-d432c6720506,1:1,1,assets/meshy/blackwater_deep__deepwater_redoubt,"establishing shot, weathered stone bunkhouse on a marsh edge, three timber watch-platforms above black water, leaden cold afternoon light, painterly atmospheric, oppressive mood, no figures"
2026-04-26T04:32:05,crown_of_ruin__throne_of_ash,019dc769-f0cc-766b-80ef-0f68ab924e59,1:1,1,assets/meshy/crown_of_ruin__throne_of_ash,"establishing shot, ruined throne-chamber interior, broken stone seat in drifts of ash, holes in the vaulted ceiling letting in cold light, oppressive mood, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:05,crown_of_ruin__last_candle,019dc769-f0cf-7670-9637-5aba26828278,1:1,1,assets/meshy/crown_of_ruin__last_candle,"establishing shot, neutral stone hostel at the foot of a ruined fortress crown, lone candle in a window, low siege-camps in the distance, oppressive grey-amber twilight, painterly atmospheric, no figures"
2026-04-26T04:32:06,greenwood_deep__moss_cairn,019dc769-f521-7d03-8b67-1f4feb3e69d0,1:1,1,assets/meshy/greenwood_deep__moss_cairn,"establishing shot, Firland forest outpost beside an ancient mossy stone cairn, weathered timber lodges, dim green light, painterly atmospheric, late-medieval fey, eerie mood, no figures"
2026-04-26T04:32:06,greenwood_deep__wyrd_tarn,019dc769-f52f-7670-aa62-38a40d01e252,1:1,1,assets/meshy/greenwood_deep__wyrd_tarn,"establishing shot, black still-water tarn ringed by ancient stones in deep forest, mist on the water, eerie green-grey light, painterly atmospheric, late-medieval fey, no figures"
2026-04-26T04:32:06,heartland_ride__ride_crossroads,019dc769-f52e-7ae3-8594-699af842812d,1:1,1,assets/meshy/heartland_ride__ride_crossroads,"establishing shot, Concord crossroads with stone tower post-station, four kingsroads meeting on a wedge of farmland, busy horse-yard, summer late afternoon golden light, painterly atmospheric, late-medieval Burgundian, no figures"
2026-04-26T04:32:06,gravewatch_fields__lich_weep,019dc769-f513-7670-833d-12fcba3b272d,1:1,1,assets/meshy/gravewatch_fields__lich_weep,"establishing shot, sprawling Gravewrought necropolis on a windswept turf field, leaning carved markers, low banked ritual fires that never go out, oppressive grey-green light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:06,greenwood_deep__hunter_leanto,019dc769-f52c-7670-bf50-f7476dbb586d,1:1,1,assets/meshy/greenwood_deep__hunter_leanto,"establishing shot, woodland trapper's lean-to under giant fir trees, smoke-rack, weathered notice board, dappled twilight, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:20,heartland_ride__bandit_watchtower,019dc76a-3c3a-7ae6-8678-24d4637be0a9,1:1,1,assets/meshy/heartland_ride__bandit_watchtower,"establishing shot, square Concord stone watchtower on a low ridge, bandit-banners hung from the parapet, ditch and stockade earthwork around the base, overcast afternoon, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:24,iron_strand__old_lighthouse,019dc76a-3cba-767f-b113-35564b25f5b5,1:1,1,assets/meshy/iron_strand__old_lighthouse,"establishing shot, ruined cliff-top lighthouse, leaning tower with broken lamp-room, raider-banners on the parapet, leaden storm light, painterly atmospheric, no figures"
2026-04-26T04:32:24,iron_strand__strand_redoubt,019dc76a-3cb3-767f-b9df-42e88c41fb74,1:1,1,assets/meshy/iron_strand__strand_redoubt,"establishing shot, square stone redoubt on a sheer cliff-top above a grey sea, gun-port loopholes, Concord banner snapping in salt wind, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:25,irongate_pass__irongate_keep,019dc76a-407a-72ba-b6a6-d220b1853316,1:1,1,assets/meshy/irongate_pass__irongate_keep,"establishing shot, mountain pass keep at a switchback, stone curtain wall and customs hall, snow on the upper slopes, banners of two factions side by side, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:26,irongate_pass__snowline_camp,019dc76a-4243-7ae6-a728-ef9b17eadb4e,1:1,1,assets/meshy/irongate_pass__snowline_camp,"establishing shot, mountain-pass shelter camp at the snowline, turf-roofed huts and a stone forge, distant ice-crowned peaks, cold blue afternoon light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:29,iron_strand__wreckshore,019dc76a-3c4a-7d0f-89ae-d03de62f4c33,1:1,1,assets/meshy/iron_strand__wreckshore,"establishing shot, wrecker fishing village on a wreck-strewn shingle beach beneath sheer dark cliffs, smoke from drying-houses, leaden cold light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:30,ruin_line_north__no_man_ridge,019dc76a-525c-7d23-8999-6cd4e6cc3e02,1:1,1,assets/meshy/ruin_line_north__no_man_ridge,"establishing shot, lone stone watch-house on a windswept ridge between two distant trench-camps, rope-bridge to either side, sickly amber-green sky, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:30,ruin_line_south__two_kings_field,019dc76a-5263-767f-8a0a-35528af4716d,1:1,1,assets/meshy/ruin_line_south__two_kings_field,"establishing shot, turf earthwork outpost above an old battle field, half-buried banners and broken weapons in the grass, lone roadside chapel, oppressive grey light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:31,ruin_line_south__southscar_camp,019dc76a-5271-7d23-be15-e5b2d47f8668,1:1,1,assets/meshy/ruin_line_south__southscar_camp,"establishing shot, contested way-station camp on a blasted scarland road, two-flag bunkhouses around a shared bell-post, leaden grey-amber light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:43,pact_causeway__oath_pillar,019dc76a-4e48-72bb-a6d4-e30338f0e9f1,1:1,1,assets/meshy/pact_causeway__oath_pillar,"establishing shot, ancient Kharun oath-pillar shrine on a high steppe ridge, half-uncovered buried reliquary stones, wind-driven cloud shadows, leaden cold light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:51,market_crossing__old_river_watch,019dc76a-4e29-72ba-a02e-d6da0043bc2d,1:1,1,assets/meshy/market_crossing__old_river_watch,"establishing shot, pre-Concord stone river fortress on a bend of a slow river, half-overgrown walls, smugglers' boats moored below, twilight grey-amber light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:52,market_crossing__silver_caravanserai,019dc76a-4e2c-72bb-9ec0-ef9b5b029897,1:1,1,assets/meshy/market_crossing__silver_caravanserai,"establishing shot, walled trade caravanserai compound, stables and warehouses around an open court, banners and drying spices, dusty late afternoon light, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:53,ruin_line_north__burned_abbey,019dc76a-525b-7d22-aa0a-5bb633e65ffd,1:1,1,assets/meshy/ruin_line_north__burned_abbey,"establishing shot, ruined Concord stone abbey blackened by fire, half-collapsed cloister, char-thistle in the courtyard, oppressive grey-green sky, painterly atmospheric, no figures"
2026-04-26T04:32:57,ruin_line_south__sunken_tower,019dc76a-87b9-7684-a55e-8310289bd511,1:1,1,assets/meshy/ruin_line_south__sunken_tower,"establishing shot, half-submerged Sunward Elen arcane spire in a salt marsh, leaning broken pinnacle, sickly blue-green glow at the water level, oppressive twilight, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:32:58,scrap_flats__scavenger_mound,019dc76a-9d7a-7af2-9367-b05cabaaadc4,1:1,1,assets/meshy/scrap_flats__scavenger_mound,"establishing shot, Skrel scavenger mound camp on a marsh flat, salvaged metal sheds and tarps, vat-tanks of acid, low pale light, painterly atmospheric, no figures"
2026-04-26T04:33:01,pactmarch__pactstone_hold,019dc76a-4e77-767f-90ce-aeb51531f46d,1:1,1,assets/meshy/pactmarch__pactstone_hold,"establishing shot, Kharun stone hold on a steppe ridge, low curtain wall around a central pactstone monument, windswept grasslands, overcast cool light, painterly atmospheric, late-medieval steppe, no figures"
2026-04-26T04:33:02,scrap_marsh__junk_warren,019dc76a-aae9-72d1-9614-cceac1f5e389,1:1,1,assets/meshy/scrap_marsh__junk_warren,"establishing shot, sprawling Skrel scrap-mound town, warren entrances dug into rusted metal hill, plank walkways, sickly green alchemical smoke, low pale light, painterly atmospheric, no figures"
2026-04-26T04:33:03,shadegrove__shadegrove_reach,019dc76a-af88-7d33-87d8-477470d35837,1:1,1,assets/meshy/shadegrove__shadegrove_reach,"establishing shot, black-iron Darkling Elen fortress on a sheer crag above silver-ash forest, obsidian banners, sickly amber-red dusk, painterly atmospheric, late-medieval dark elf, no figures"
2026-04-26T04:33:05,pact_causeway__stone_reader,019dc76a-4e44-7ae8-bc6f-011d73d8ee08,1:1,1,assets/meshy/pact_causeway__stone_reader,"establishing shot, Kharun scribal outpost beside a row of carved oath-pillars on a stone causeway, three small yurts, ink stones and weighted scrolls, overcast cool light, painterly atmospheric, late-medieval steppe, no figures"
2026-04-26T04:33:13,shadegrove__cinder_post,019dc76a-b268-7685-8dfd-d209d2685c16,1:1,1,assets/meshy/shadegrove__cinder_post,"establishing shot, ash-forest outpost on volcanic soil, turf-roofed shelters, smithy with banked red coals, dim amber afternoon light, painterly atmospheric, late-medieval dark elf, no figures"
2026-04-26T04:33:33,shadegrove__dark_glade,019dc76a-e015-72d3-a86d-7d86ab0587e3,1:1,1,assets/meshy/shadegrove__dark_glade,"establishing shot, ash-forest glade with a half-buried shadow-shrine, banked obsidian fire, hanging silver leaves, sickly amber dusk, painterly atmospheric, oppressive mood, no figures"
2026-04-26T04:33:33,silverleaf_wood__moth_hollow,019dc76b-03bc-7afe-9407-75200298c2bd,1:1,1,assets/meshy/silverleaf_wood__moth_hollow,"establishing shot, twilight forest clearing with thatched lodges, a sky full of slow-flying pale moths, lantern lights in the trees, painterly atmospheric, late-medieval high-elf, no figures"
2026-04-26T04:33:36,skarnreach__bloodwater_landing,019dc76b-2f95-769c-9398-f4d79ccb29b1,1:1,1,assets/meshy/skarnreach__bloodwater_landing,"establishing shot, working Skarn shipwright quay at the foot of basalt cliffs, half-built longships on stocks, smoke from forge fires, cold afternoon pewter light, painterly atmospheric, late-medieval viking, no figures"
2026-04-26T04:33:38,skarncamp_wastes__salt_watch,019dc76b-2704-72d6-beb2-327d472fbf75,1:1,1,assets/meshy/skarncamp_wastes__salt_watch,"establishing shot, Skarn salt-watch tower on a basalt headland above the sea, single inn beside, salt-rust weathering on stone, cold dusk light, painterly atmospheric, late-medieval viking, no figures"
2026-04-26T04:33:40,skarncamp_wastes__war_stake,019dc76b-1d8e-7d3f-9c57-28d1a85feb8a,1:1,1,assets/meshy/skarncamp_wastes__war_stake,"establishing shot, Skarn raid-staging camp on a basalt shoreline, timber palisade and earthwork, longships at low-tide stocks, dim leaden light, painterly atmospheric, late-medieval viking, no figures"
2026-04-26T04:33:42,ruin_line_north__scarhold,019dc76a-521e-72bb-a37d-c51304d597bc,1:1,1,assets/meshy/ruin_line_north__scarhold,"establishing shot, contested stone way-fort at the edge of a blasted ruin-line, two faction banners flying side by side, broken bell-tower, sickly grey-green sky, painterly atmospheric, late-medieval, no figures"
2026-04-26T04:33:42,silverleaf_wood__silverleaf_lodge,019dc76b-032a-7697-a9c2-bbfda9ba3621,1:1,1,assets/meshy/silverleaf_wood__silverleaf_lodge,"establishing shot, ancient Sunward Elen lodge built into three silver birch trunks, glowing horn-glass windows, twilight forest, painterly atmospheric, late-medieval high-elf, no figures"
2026-04-26T04:33:44,skarncamp_wastes__ravenmeet,019dc76b-1961-7afe-9851-8fe84a3cba3d,1:1,1,assets/meshy/skarncamp_wastes__ravenmeet,"establishing shot, Skarn longhall on a basalt headland between two cold fjord arms, longships drawn up below, smoke from braziers, leaden afternoon light, painterly atmospheric, late-medieval viking, no figures"
2026-04-26T04:33:44,skarnreach__skarn_longhall,019dc76b-2d94-769c-bb81-dae5c576d1f7,1:1,1,assets/meshy/skarnreach__skarn_longhall,"establishing shot, Skarn timber longhall with turf roof on a basalt headland above a fjord, longships moored below, salt mist, low pewter light, painterly atmospheric, late-medieval viking, no figures"
2026-04-26T04:33:47,stoneguard_deep__stoneguard_halls,019dc76b-3813-7afe-b456-8db23ecc6284,1:1,1,assets/meshy/stoneguard_deep__stoneguard_halls,"establishing shot, vast Hearthkin underground hall carved into granite, suspended forge-lamps, basalt columns, busy anvil-yards, warm forge glow, painterly atmospheric, late-medieval dwarven, no figures"
2026-04-26T04:33:50,market_crossing__crossing_freeport,019dc76a-4dc6-767f-82d6-40ace9be7833,1:1,1,assets/meshy/market_crossing__crossing_freeport,"establishing shot, late-medieval fortified river freeport, stone quays and warehouses, busy river barges, banners of multiple factions, golden afternoon light, painterly atmospheric, no figures"
2026-04-26T04:33:51,scrap_flats__great_warren,019dc76a-9991-7af2-9daa-71617c7ce3a6,1:1,1,assets/meshy/scrap_flats__great_warren,"establishing shot, vast Skrel under-warren capital under alchemical works, phosphor-fungus glow, scaffolded ventilation shafts, sickly green light, painterly atmospheric, no figures"
